Source,Target,Weight,typeTrans,fraud
'C1154612561','M1823072687',37.84,'es_transportation',0
'C1382480007','M348934600',45.77,'es_transportation',0
'C98091448','M348934600',34.31,'es_transportation',0
'C380412694','M1823072687',13.5,'es_transportation',0
'C518028573','M1823072687',49.85,'es_transportation',0
'C1225533078','M348934600',39.35,'es_transportation',0
'C190398591','M1823072687',14.87,'es_transportation',0
'C1750373007','M151143676',6.0,'es_barsandrestaurants',0
'C1692967183','M348934600',34.39,'es_transportation',0
'C1689884214','M348934600',21.48,'es_transportation',0
'C16680464','M85975013',34.61,'es_food',0
'C170002529','M348934600',39.46,'es_transportation',0
'C126603077','M348934600',40.44,'es_transportation',0
'C203427830','M348934600',34.22,'es_transportation',0
'C1787239285','M348934600',19.33,'es_transportation',0
'C2015203999','M348934600',33.36,'es_transportation',0
'C1710930627','M348934600',70.13,'es_transportation',0
'C577335130','M840466850',35.15,'es_tech',0
'C1769359992','M348934600',35.17,'es_transportation',0
'C279066833','M348934600',16.59,'es_transportation',0
'C980475207','M1823072687',40.39,'es_transportation',0
'C403631555','M348934600',32.42,'es_transportation',0
'C1915603015','M348934600',18.32,'es_transportation',0
'C159913055','M1823072687',38.34,'es_transportation',0
'C207380283','M1823072687',2.77,'es_transportation',0
'C969635352','M1823072687',38.7,'es_transportation',0
'C481253497','M1823072687',19.41,'es_transportation',0
'C840928568','M348934600',64.47,'es_transportation',0
'C798268011','M348934600',13.6,'es_transportation',0
'C1734585073','M348934600',50.18,'es_transportation',0
'C1999699557','M1823072687',31.97,'es_transportation',0
'C331622323','M1823072687',25.24,'es_transportation',0
'C1535009453','M348934600',12.0,'es_transportation',0
'C339181872','M85975013',27.42,'es_food',0
'C1201696181','M348934600',16.67,'es_transportation',0
'C1933962406','M348934600',31.59,'es_transportation',0
'C1754543106','M1823072687',22.11,'es_transportation',0
'C58324694','M1823072687',27.35,'es_transportation',0
'C629808856','M348934600',8.42,'es_transportation',0
'C181111540','M348934600',19.64,'es_transportation',0
'C695108722','M1823072687',7.87,'es_transportation',0
'C1630887376','M348934600',2.13,'es_transportation',0
'C1622415837','M348934600',27.07,'es_transportation',0
'C135434041','M151143676',19.08,'es_barsandrestaurants',0
'C758849918','M480139044',87.62,'es_health',0
'C652253057','M348934600',28.66,'es_transportation',0
'C119537158','M348934600',21.46,'es_transportation',0
'C130295904','M348934600',46.5,'es_transportation',0
'C1695454092','M348934600',51.75,'es_transportation',0
'C69477057','M348934600',17.16,'es_transportation',0
'C1414112698','M1823072687',13.99,'es_transportation',0
'C207576555','M348934600',21.93,'es_transportation',0
'C492776916','M348934600',23.37,'es_transportation',0
'C703281362','M348934600',45.46,'es_transportation',0
'C1686676187','M1823072687',12.85,'es_transportation',0
'C1952109278','M348934600',56.39,'es_transportation',0
'C1292140369','M855959430',92.09,'es_hyper',0
'C526635102','M348934600',29.8,'es_transportation',0
'C1922157108','M348934600',11.37,'es_transportation',0
'C1355357191','M348934600',15.14,'es_transportation',0
'C98707741','M348934600',9.81,'es_transportation',0
'C1419246450','M1823072687',26.58,'es_transportation',0
'C490238464','M348934600',36.94,'es_transportation',0
'C1342118588','M348934600',4.96,'es_transportation',0
'C2084267589','M1823072687',8.78,'es_transportation',0
'C485578112','M348934600',4.64,'es_transportation',0
'C1331907286','M348934600',37.68,'es_transportation',0
'C932908444','M348934600',50.34,'es_transportation',0
'C1240746302','M348934600',58.81,'es_transportation',0
'C1469453217','M348934600',38.4,'es_transportation',0
'C1232356156','M348934600',35.78,'es_transportation',0
'C605904636','M348934600',47.18,'es_transportation',0
'C1638237205','M348934600',13.62,'es_transportation',0
'C1385780363','M151143676',55.65,'es_barsandrestaurants',0
'C1337948674','M348934600',18.79,'es_transportation',0
'C907665937','M1823072687',15.88,'es_transportation',0
'C1719485237','M348934600',33.81,'es_transportation',0
'C1456179400','M1535107174',5.99,'es_wellnessandbeauty',0
'C1010589026','M1823072687',27.68,'es_transportation',0
'C914285365','M348934600',3.26,'es_transportation',0
'C1921196241','M348934600',49.13,'es_transportation',0
'C2001133685','M348934600',31.34,'es_transportation',0
'C1155259690','M1823072687',17.72,'es_transportation',0
'C1076053396','M348934600',18.18,'es_transportation',0
'C1949469724','M348934600',28.79,'es_transportation',0
'C2016890783','M348934600',40.72,'es_transportation',0
'C1647801193','M85975013',56.46,'es_food',0
'C2005671734','M1823072687',50.61,'es_transportation',0
'C1497895052','M209847108',21.84,'es_wellnessandbeauty',0
'C1497895052','M78078399',50.15,'es_wellnessandbeauty',0
'C1739998964','M1823072687',12.17,'es_transportation',0
'C85945497','M348934600',23.37,'es_transportation',0
'C251449240','M1823072687',20.47,'es_transportation',0
'C567616900','M1823072687',28.03,'es_transportation',0
'C1224222502','M348934600',62.55,'es_transportation',0
'C819978438','M1823072687',22.34,'es_transportation',0
'C911078435','M348934600',12.6,'es_transportation',0
'C1830336096','M348934600',29.46,'es_transportation',0
'C1370556911','M348934600',23.45,'es_transportation',0
'C834963773','M348934600',14.73,'es_transportation',0
'C1660830591','M348934600',48.65,'es_transportation',0
'C686669439','M1823072687',30.53,'es_transportation',0
'C150891114','M480139044',109.9,'es_health',0
'C150891114','M50039827',143.48,'es_health',0
'C1148771999','M85975013',51.92,'es_food',0
'C719332132','M348934600',63.82,'es_transportation',0
'C521436442','M348934600',3.65,'es_transportation',0
'C521213907','M480139044',123.62,'es_health',0
'C873821675','M348934600',35.87,'es_transportation',0
'C1641760998','M348934600',25.01,'es_transportation',0
'C37682628','M348934600',35.38,'es_transportation',0
'C233548839','M348934600',1.19,'es_transportation',0
'C1360225709','M1823072687',28.54,'es_transportation',0
'C1591441443','M1823072687',35.87,'es_transportation',0
'C398651508','M348934600',20.52,'es_transportation',0
'C1877766749','M348934600',23.57,'es_transportation',0
'C357634845','M1823072687',36.99,'es_transportation',0
'C1439470393','M1400236507',175.85,'es_home',0
'C76780537','M348934600',21.75,'es_transportation',0
'C337165520','M348934600',39.61,'es_transportation',0
'C1336232196','M348934600',51.79,'es_transportation',0
'C2096265838','M348934600',37.9,'es_transportation',0
'C295271306','M1823072687',5.53,'es_transportation',0
'C1240209240','M348934600',9.43,'es_transportation',0
'C1577104524','M348934600',5.98,'es_transportation',0
'C1377736719','M348934600',40.66,'es_transportation',0
'C1032319289','M348934600',32.61,'es_transportation',0
'C566582492','M1823072687',0.68,'es_transportation',0
'C1769470125','M348934600',51.54,'es_transportation',0
'C325775693','M1053599405',41.0,'es_health',0
'C1466730207','M1535107174',54.06,'es_wellnessandbeauty',0
'C1490416909','M348934600',18.3,'es_transportation',0
'C1197304790','M348934600',8.04,'es_transportation',0
'C1720950881','M1823072687',51.7,'es_transportation',0
'C1373640509','M348934600',15.59,'es_transportation',0
'C190398591','M85975013',72.41,'es_food',0
'C1346358504','M348934600',7.79,'es_transportation',0
'C1340235335','M348934600',19.75,'es_transportation',0
'C719598710','M348934600',32.3,'es_transportation',0
'C1350409226','M348934600',38.07,'es_transportation',0
'C874725016','M348934600',32.17,'es_transportation',0
'C1615196201','M348934600',16.96,'es_transportation',0
'C64700533','M348934600',47.36,'es_transportation',0
'C1225533078','M348934600',21.45,'es_transportation',0
'C1814746822','M1823072687',45.92,'es_transportation',0
'C471003383','M348934600',23.4,'es_transportation',0
'C1556912476','M348934600',16.88,'es_transportation',0
'C747590731','M348934600',0.28,'es_transportation',0
'C1374783350','M348934600',22.09,'es_transportation',0
'C183270065','M348934600',14.29,'es_transportation',0
'C1902837467','M1823072687',20.46,'es_transportation',0
'C830053540','M348934600',35.48,'es_transportation',0
'C1461258616','M547558035',141.04,'es_fashion',0
'C1783127345','M348934600',18.5,'es_transportation',0
'C808326652','M348934600',22.19,'es_transportation',0
'C326482046','M1823072687',27.14,'es_transportation',0
'C2110532720','M348934600',62.86,'es_transportation',0
'C10745331','M348934600',29.96,'es_transportation',0
'C1575842015','M348934600',15.53,'es_transportation',0
'C530444699','M348934600',13.82,'es_transportation',0
'C1975714155','M1823072687',29.31,'es_transportation',0
'C1874220848','M1823072687',14.57,'es_transportation',0
'C476466255','M1823072687',0.2,'es_transportation',0
'C1032715879','M1823072687',4.08,'es_transportation',0
'C1475486134','M348934600',21.35,'es_transportation',0
'C131559770','M348934600',25.76,'es_transportation',0
'C450548035','M348934600',47.05,'es_transportation',0
'C364273844','M348934600',56.2,'es_transportation',0
'C1100289413','M1535107174',57.29,'es_wellnessandbeauty',0
'C1897705669','M348934600',25.2,'es_transportation',0
'C911582672','M348934600',46.76,'es_transportation',0
'C1582197917','M348934600',24.64,'es_transportation',0
'C384665757','M1823072687',21.2,'es_transportation',0
'C1791559714','M348934600',7.66,'es_transportation',0
'C2003246685','M348934600',55.19,'es_transportation',0
'C1715338428','M348934600',12.51,'es_transportation',0
'C2095938989','M348934600',59.19,'es_transportation',0
'C323912860','M1823072687',13.98,'es_transportation',0
'C797980818','M1823072687',23.65,'es_transportation',0
'C880625364','M348934600',4.4,'es_transportation',0
'C958780730','M1823072687',50.15,'es_transportation',0
'C1740004679','M348934600',70.75,'es_transportation',0
'C528877098','M1823072687',5.76,'es_transportation',0
'C1878500339','M348934600',6.63,'es_transportation',0
'C1066456457','M348934600',39.52,'es_transportation',0
'C56197730','M348934600',17.13,'es_transportation',0
'C478820701','M1823072687',21.31,'es_transportation',0
'C1821035128','M1823072687',32.32,'es_transportation',0
'C1441133487','M348934600',34.04,'es_transportation',0
'C363006417','M348934600',49.07,'es_transportation',0
'C268686998','M85975013',2.64,'es_food',0
'C117112395','M85975013',45.94,'es_food',0
'C2110878299','M348934600',58.64,'es_transportation',0
'C1517707344','M348934600',68.2,'es_transportation',0
'C1426420214','M1823072687',7.62,'es_transportation',0
'C1095604325','M348934600',4.01,'es_transportation',0
'C1621267054','M348934600',5.19,'es_transportation',0
'C1973818754','M348934600',32.65,'es_transportation',0
'C835705223','M348934600',44.2,'es_transportation',0
'C582173326','M348934600',55.83,'es_transportation',0
'C2086664398','M348934600',41.75,'es_transportation',0
'C585290792','M1823072687',57.34,'es_transportation',0
'C359363895','M1823072687',27.47,'es_transportation',0
'C1852091130','M348934600',12.34,'es_transportation',0
'C1607207670','M1823072687',20.08,'es_transportation',0
'C1551465414','M1823072687',17.13,'es_transportation',0
'C481253497','M1946091778',7.51,'es_wellnessandbeauty',0
'C1735920391','M348934600',47.53,'es_transportation',0
'C2048375146','M855959430',12.7,'es_hyper',0
'C23049140','M348934600',25.46,'es_transportation',0
'C869954068','M348934600',32.72,'es_transportation',0
'C197798791','M348934600',31.59,'es_transportation',0
'C2137070408','M1823072687',36.9,'es_transportation',0
'C907777350','M85975013',4.62,'es_food',0
'C1528848756','M348934600',43.03,'es_transportation',0
'C784005201','M348934600',10.63,'es_transportation',0
'C588719767','M1823072687',22.91,'es_transportation',0
'C1902104464','M348934600',26.08,'es_transportation',0
'C886658445','M85975013',20.37,'es_food',0
'C220904895','M348934600',14.56,'es_transportation',0
'C480975116','M348934600',3.13,'es_transportation',0
'C416655198','M348934600',29.76,'es_transportation',0
'C1340398290','M348934600',16.41,'es_transportation',0
'C1554849332','M1823072687',10.55,'es_transportation',0
'C1060470494','M1823072687',37.95,'es_transportation',0
'C474891377','M348934600',33.64,'es_transportation',0
'C295362058','M348934600',50.38,'es_transportation',0
'C1258725927','M1823072687',43.03,'es_transportation',0
'C1067734462','M348934600',39.74,'es_transportation',0
'C277720476','M1823072687',19.94,'es_transportation',0
'C1160118068','M855959430',36.91,'es_hyper',0
'C775101977','M348934600',5.38,'es_transportation',0
'C1927223566','M348934600',15.84,'es_transportation',0
'C1290093162','M1823072687',27.2,'es_transportation',0
'C1474976180','M348934600',18.57,'es_transportation',0
'C911364935','M348934600',23.78,'es_transportation',0
'C1214229415','M1823072687',37.04,'es_transportation',0
'C1214964999','M1823072687',59.92,'es_transportation',0
'C472989518','M348934600',28.93,'es_transportation',0
'C1820855004','M348934600',3.94,'es_transportation',0
'C928479694','M85975013',17.06,'es_food',0
'C487569403','M348934600',11.29,'es_transportation',0
'C1338020899','M348934600',30.93,'es_transportation',0
'C1657707912','M348934600',23.72,'es_transportation',0
'C1641076533','M348934600',34.74,'es_transportation',0
'C531360588','M1600850729',70.79,'es_fashion',0
'C1032319289','M1888755466',186.8,'es_otherservices',1
'C1503009287','M1888755466',270.6,'es_otherservices',1
'C1697528836','M1823072687',39.91,'es_transportation',0
'C1876642037','M348934600',29.58,'es_transportation',0
'C87462443','M348934600',26.55,'es_transportation',0
'C1375316332','M1823072687',30.01,'es_transportation',0
'C1666444221','M348934600',5.93,'es_transportation',0
'C1224153830','M348934600',41.44,'es_transportation',0
'C261398093','M151143676',16.98,'es_barsandrestaurants',0
'C1981089677','M348934600',12.87,'es_transportation',0
'C1196808546','M1535107174',41.16,'es_wellnessandbeauty',0
'C1816212551','M348934600',6.81,'es_transportation',0
'C2128589842','M1872033263',278.7,'es_home',0
'C1006176917','M348934600',7.51,'es_transportation',0
'C939735585','M348934600',29.92,'es_transportation',0
'C399875163','M348934600',13.98,'es_transportation',0
'C1354206365','M348934600',20.35,'es_transportation',0
'C1179833140','M1888755466',42.85,'es_otherservices',0
'C2012683959','M1823072687',21.34,'es_transportation',0
'C71763178','M1823072687',39.94,'es_transportation',0
'C370861553','M349281107',30.84,'es_fashion',0
'C1056476734','M348934600',2.64,'es_transportation',0
'C1910153505','M348934600',30.62,'es_transportation',0
'C927766810','M348934600',26.02,'es_transportation',0
'C360019679','M348934600',36.46,'es_transportation',0
'C1734287915','M1600850729',43.91,'es_fashion',0
'C307655955','M348934600',1.48,'es_transportation',0
'C1711634686','M348934600',2.6,'es_transportation',0
'C347453747','M348934600',15.26,'es_transportation',0
'C1373973501','M1823072687',22.76,'es_transportation',0
